squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price
59545,65,0,1.0,21.0,90618,1.0,10,2020.0,,1,5558,5073.0,642.0,0,9.0,5958908.0
66784,34,0,0.0,3.0,96197,7.0,10,1992.0,0.0,1,238,15.0,853.0,1,9.0,6679374.2
69375,6,1,1.0,96.0,30297,,3,2003.0,0.0,0,9878,7270.0,954.0,0,10.0,6952253.3
75990,57,0,1.0,6.0,83909,,2,2006.0,,1,3803,7471.0,511.0,1,7.0,7605199.6
92539,55,1,0.0,74.0,64623,5.0,10,2001.0,1.0,0,5478,3556.0,427.0,1,9.0,9260585.1
57720,35,1,1.0,14.0,88487,10.0,6,,1.0,0,3550,6304.0,794.0,1,9.0,5777415.7
44961,14,0,0.0,50.0,90818,4.0,1,1997.0,0.0,1,3790,7685.0,627.0,1,6.0,4501549.7
20964,82,1,1.0,1.0,84565,9.0,7,2001.0,1.0,0,2157,,950.0,0,4.0,2101237.1
42734,84,0,1.0,,3854,9.0,2,,,0,8532,9106.0,195.0,1,,4279195.0
23895,41,0,1.0,26.0,65183,8.0,10,2012.0,,0,9891,8736.0,997.0,0,6.0,2396762.2
13877,23,1,1.0,23.0,2486,8.0,3,2003.0,0.0,1,5312,8205.0,819.0,0,8.0,1397190.3
46470,32,0,0.0,30.0,65883,7.0,6,2012.0,1.0,0,3805,5285.0,313.0,0,2.0,4650661.2
17317,90,1,0.0,97.0,91250,,4,2021.0,,1,1466,1144.0,587.0,0,5.0,1738012.1
47542,75,1,1.0,40.0,5997,,4,1996.0,,1,3378,9450.0,699.0,1,9.0,4764418.6
82408,53,0,1.0,95.0,96843,7.0,10,,0.0,1,8132,8596.0,416.0,1,0.0,8248881.7
9434,63,1,1.0,91.0,99921,10.0,6,1993.0,1.0,0,6177,8606.0,801.0,0,1.0,954722.3
16467,84,1,1.0,55.0,17467,7.0,6,2014.0,,0,6574,9098.0,473.0,1,3.0,1659656.4
56296,18,0,1.0,32.0,5061,4.0,8,2016.0,1.0,0,6200,2378.0,602.0,0,4.0,5637090.6
48789,42,1,0.0,51.0,44066,10.0,8,2007.0,0.0,1,6600,6495.0,591.0,1,0.0,4887322.7
5769,97,1,0.0,79.0,36436,4.0,8,2005.0,0.0,1,1964,1073.0,159.0,1,2.0,588379.5
51827,90,1,0.0,59.0,88640,,7,2007.0,,1,8141,2069.0,250.0,1,1.0,5192441.7
9115,24,0,1.0,8.0,65398,1.0,6,1997.0,1.0,1,7187,2578.0,472.0,1,10.0,914381.7
12641,20,0,1.0,54.0,66639,3.0,4,2014.0,1.0,0,9434,7242.0,148.0,0,0.0,1270857.4
26966,91,1,1.0,44.0,29895,2.0,7,2002.0,1.0,0,2435,6395.0,792.0,1,,2709495.2
65479,82,0,1.0,48.0,95180,5.0,7,1990.0,1.0,1,2907,4270.0,111.0,1,9.0,6553618.0
47583,48,0,0.0,,31744,,10,1992.0,1.0,1,3705,8486.0,983.0,0,1.0,4762269.2
93184,78,0,0.0,43.0,13054,7.0,5,1992.0,,1,3946,4450.0,159.0,0,9.0,9321499.2
1254,38,0,0.0,57.0,74479,1.0,1,2001.0,0.0,1,9002,6342.0,283.0,1,7.0,128928.1
95328,59,1,1.0,,28949,,10,2020.0,0.0,0,8716,2131.0,269.0,1,9.0,9538747.0
7388,75,0,1.0,96.0,35787,4.0,4,2018.0,,1,4898,1814.0,366.0,1,7.0,750538.8
34555,35,1,1.0,45.0,41312,6.0,10,2003.0,1.0,1,1597,5925.0,286.0,1,,3467129.3
61310,49,0,0.0,21.0,55836,5.0,5,2006.0,0.0,1,5865,3866.0,618.0,0,10.0,6132679.6
20714,61,1,1.0,83.0,71535,,5,,1.0,1,9406,9087.0,277.0,0,9.0,2077129.3
94704,55,1,1.0,6.0,84914,5.0,7,2007.0,0.0,1,3351,6903.0,815.0,0,,9480933.7
13353,17,1,0.0,18.0,8213,3.0,3,,0.0,1,6437,7675.0,559.0,0,6.0,1338753.1
57475,67,0,0.0,83.0,2788,2.0,3,2007.0,,1,654,7868.0,914.0,0,2.0,5753644.7
84795,41,0,0.0,22.0,91545,6.0,8,1992.0,0.0,0,5173,9145.0,407.0,1,4.0,8481583.2
70465,10,1,0.0,11.0,11425,,6,,0.0,0,9473,8544.0,955.0,0,,7052303.2
68270,37,1,0.0,65.0,18486,,9,2018.0,,1,3366,2943.0,928.0,1,,6835596.8
26389,85,0,1.0,39.0,78917,,10,,1.0,0,4738,4543.0,904.0,1,,2646987.3
57552,99,1,0.0,19.0,79570,1.0,6,1993.0,1.0,0,445,7991.0,134.0,1,4.0,5759074.3
84291,7,0,0.0,65.0,14659,3.0,10,1998.0,,0,7574,9349.0,721.0,0,9.0,8432314.8
60059,60,1,0.0,,33655,8.0,10,2000.0,1.0,1,2181,5788.0,330.0,1,0.0,6008916.0
91513,50,0,0.0,3.0,20728,8.0,2,2002.0,1.0,1,5906,2070.0,232.0,0,,9152366.2
70544,4,0,0.0,11.0,55656,10.0,6,2002.0,1.0,0,5701,886.0,322.0,1,6.0,7055619.2
16565,91,0,,95.0,80977,6.0,6,2005.0,0.0,1,6950,7323.0,826.0,1,1.0,1663375.5
75865,10,0,1.0,60.0,36800,,7,1997.0,,1,1006,8659.0,955.0,0,0.0,7595183.7
29758,34,1,0.0,63.0,89490,,1,2021.0,1.0,1,5853,9022.0,514.0,1,10.0,2982078.1
95566,7,1,1.0,,90932,7.0,5,2002.0,,1,2871,6556.0,474.0,0,2.0,9564576.2
1090,30,1,1.0,40.0,2898,7.0,7,2003.0,1.0,1,6324,9366.0,193.0,1,4.0,118270.3
98319,91,0,1.0,55.0,50885,5.0,2,2014.0,,1,6427,2517.0,489.0,1,5.0,9837654.4
18693,18,1,0.0,99.0,10582,10.0,9,2005.0,1.0,1,2092,9672.0,423.0,0,,1876877.5
21781,65,1,1.0,26.0,98169,,1,1991.0,0.0,1,9090,7252.0,289.0,0,,2187037.1
33662,46,1,0.0,38.0,59,7.0,6,2010.0,1.0,1,7341,2488.0,561.0,1,7.0,3370242.0
94420,34,1,0.0,75.0,70010,9.0,6,2020.0,0.0,0,2413,,311.0,1,10.0,9453347.0
53313,19,1,0.0,35.0,21415,8.0,4,1995.0,1.0,0,2157,5123.0,352.0,0,4.0,5334996.5
54060,5,1,1.0,46.0,7678,,8,,1.0,0,2407,2260.0,674.0,0,10.0,5414753.0
67709,22,1,1.0,78.0,7763,2.0,5,1994.0,0.0,1,1056,7424.0,359.0,0,8.0,6782857.4
85740,22,1,1.0,59.0,94767,6.0,6,2010.0,1.0,0,5447,1586.0,572.0,0,3.0,8579832.0
28659,58,0,1.0,21.0,78609,6.0,2,1993.0,0.0,1,4774,861.0,301.0,1,,2869081.3
30217,36,1,1.0,73.0,1618,,5,2014.0,,0,5031,1199.0,498.0,1,1.0,3033408.4
58165,26,1,0.0,2.0,25772,5.0,9,,,1,1746,,644.0,0,10.0,5819124.1
4014,11,1,0.0,22.0,61288,8.0,7,,,1,8612,8381.0,811.0,0,7.0,404625.7
13523,59,1,0.0,38.0,93252,5.0,8,1995.0,1.0,1,7180,4187.0,843.0,1,,1358157.5
49772,90,0,1.0,68.0,89906,3.0,7,2007.0,0.0,0,2310,,995.0,0,8.0,4985835.7
85904,65,1,0.0,43.0,19533,8.0,10,1996.0,1.0,1,7909,6307.0,434.0,1,,8594924.6
22541,99,1,1.0,27.0,30951,3.0,5,2011.0,1.0,0,4339,,419.0,0,,2264203.1
39132,43,0,1.0,83.0,43766,4.0,2,2008.0,0.0,0,1287,,161.0,1,,3920808.8
32785,27,0,1.0,21.0,44649,6.0,3,1991.0,,1,2935,6575.0,777.0,1,7.0,3284948.1
69831,71,0,1.0,46.0,61678,,2,,0.0,0,1614,5800.0,380.0,1,,6990205.5
80301,1,1,0.0,77.0,16152,10.0,6,,,0,213,6910.0,160.0,1,9.0,8042286.1
10802,34,0,1.0,10.0,70295,3.0,6,2018.0,1.0,0,8297,2765.0,675.0,1,,1086000.8
87853,26,0,1.0,,52083,,9,,,0,5587,6821.0,297.0,1,4.0,8789947.1
86424,86,1,1.0,100.0,10837,9.0,9,1998.0,,1,5568,6811.0,895.0,1,6.0,8654131.8
44595,29,0,0.0,77.0,39297,4.0,7,1998.0,1.0,0,5697,2652.0,562.0,1,7.0,4460946.8
60056,75,0,1.0,7.0,40397,9.0,7,1995.0,,1,7429,2535.0,344.0,1,7.0,6011032.5
30896,27,1,1.0,15.0,53487,9.0,3,2008.0,,0,2033,2708.0,342.0,0,5.0,3097036.8
54484,38,1,0.0,76.0,48548,,6,,1.0,0,9399,618.0,838.0,0,6.0,5456741.1
16571,50,0,0.0,82.0,67311,10.0,5,1993.0,0.0,1,8026,510.0,463.0,0,10.0,1663083.3
87858,18,0,0.0,31.0,94960,6.0,9,2020.0,,1,8181,7529.0,209.0,1,8.0,8786967.0
19869,99,0,0.0,86.0,12078,10.0,4,2021.0,0.0,1,8661,6108.0,339.0,0,3.0,1992188.1
54298,90,1,0.0,24.0,86646,3.0,2,2017.0,,1,8083,7857.0,829.0,1,,5432285.7
8191,10,1,0.0,30.0,26102,,2,2001.0,0.0,1,9361,6799.0,434.0,1,7.0,823318.1
79950,89,0,0.0,64.0,46010,9.0,3,1997.0,1.0,0,2113,9708.0,220.0,1,8.0,7997513.7
73332,42,0,1.0,49.0,21173,5.0,8,2000.0,0.0,0,2779,7068.0,594.0,0,5.0,7339665.0
31669,8,1,1.0,21.0,4471,,7,1998.0,1.0,0,5984,2875.0,920.0,0,7.0,3174122.8
97412,27,0,1.0,90.0,10288,2.0,9,,0.0,0,4015,1684.0,726.0,1,2.0,9747182.2
63163,93,0,1.0,36.0,72054,,6,,0.0,1,1326,493.0,659.0,0,7.0,6324361.8
43907,29,0,0.0,34.0,44603,10.0,3,2017.0,0.0,1,6877,3185.0,612.0,0,3.0,4392043.7
64260,38,0,0.0,29.0,14335,3.0,5,,,1,2011,9900.0,255.0,0,7.0,6427856.8
42585,74,1,1.0,30.0,42229,7.0,9,2000.0,0.0,1,3600,,805.0,1,,4266978.0
35108,94,1,0.0,14.0,57068,,5,2009.0,0.0,1,7735,7315.0,480.0,1,8.0,3515504.9
12127,22,0,0.0,69.0,18404,10.0,4,1998.0,0.0,0,8522,915.0,882.0,0,,1214434.8
63669,45,0,0.0,72.0,71321,5.0,9,2001.0,1.0,1,5474,1174.0,828.0,1,4.0,6372430.1
24278,59,0,0.0,,88950,1.0,8,,0.0,1,6038,3508.0,673.0,1,5.0,2430050.0
18937,50,1,0.0,45.0,78375,,3,2001.0,,0,5676,4159.0,263.0,1,5.0,1899216.1
82865,32,0,1.0,97.0,21881,10.0,6,,,0,7868,9394.0,637.0,1,7.0,8296881.1
58599,96,0,0.0,,10671,,9,2010.0,0.0,0,140,8153.0,935.0,0,3.0,5862285.0
85101,91,1,1.0,44.0,33026,,3,2015.0,0.0,0,908,9450.0,104.0,1,10.0,8517678.5
95649,3,0,1.0,8.0,2975,5.0,7,,1.0,1,9403,669.0,253.0,0,10.0,9567841.2
2448,87,1,0.0,30.0,91301,3.0,8,,1.0,1,170,9533.0,158.0,1,4.0,251247.0
31539,62,0,1.0,11.0,63631,5.0,6,2010.0,1.0,1,8253,9833.0,749.0,0,7.0,3158408.0
96853,91,0,0.0,62.0,72351,10.0,8,2007.0,1.0,0,9286,3999.0,616.0,1,6.0,9689548.7
64718,54,0,1.0,,92176,,6,2003.0,1.0,1,3947,659.0,781.0,1,1.0,6476248.3
5263,64,1,0.0,25.0,12196,1.0,3,2014.0,1.0,1,2881,1324.0,659.0,1,,530890.4
1115,97,1,1.0,96.0,68844,10.0,6,2014.0,1.0,0,1015,6156.0,517.0,0,,129053.4
35568,6,0,0.0,26.0,81080,10.0,9,1998.0,0.0,1,951,5246.0,724.0,0,8.0,3558401.8
98423,8,0,0.0,10.0,20331,8.0,4,2011.0,,0,7336,2547.0,111.0,0,9.0,9843291.1
78772,64,1,1.0,60.0,71585,5.0,1,1995.0,,0,6523,4244.0,275.0,0,1.0,7887820.5
6592,59,0,0.0,99.0,784,,6,2014.0,1.0,0,3049,3677.0,396.0,0,7.0,666733.4
22773,16,1,0.0,44.0,51811,4.0,10,2009.0,1.0,0,8129,4394.0,501.0,0,0.0,2283953.9
4800,51,0,1.0,83.0,64735,6.0,5,1995.0,0.0,0,3715,24.0,786.0,1,1.0,489132.5
65322,24,1,1.0,67.0,10507,,3,2015.0,0.0,1,4968,7739.0,923.0,0,,6543253.5
29310,74,0,0.0,3.0,78117,9.0,4,2000.0,1.0,0,10,5197.0,968.0,1,9.0,2932138.0
70742,95,1,1.0,99.0,90573,4.0,1,1993.0,,1,552,1971.0,261.0,1,2.0,7091010.3
60239,37,1,0.0,77.0,73754,2.0,5,1998.0,1.0,1,7220,5238.0,276.0,1,,6032661.8
35693,67,0,1.0,94.0,64905,,4,2012.0,1.0,0,755,7911.0,149.0,0,4.0,3579115.2
8395,94,0,1.0,2.0,57055,,6,,,0,1618,5529.0,833.0,0,10.0,842343.9
81718,46,1,1.0,20.0,49539,,2,,0.0,1,8712,,179.0,0,7.0,8179978.5
79368,63,1,1.0,14.0,97466,,5,2003.0,,0,2341,7686.0,743.0,0,2.0,7940744.3
35420,86,0,0.0,43.0,14428,5.0,4,2010.0,0.0,1,4993,1948.0,813.0,1,1.0,3543382.0
33267,84,0,0.0,68.0,35693,1.0,6,,1.0,0,2950,8565.0,631.0,0,0.0,3329395.8
57971,35,0,0.0,41.0,32453,9.0,1,,,0,4187,8577.0,977.0,0,0.0,5800901.3
17686,100,1,1.0,,55983,5.0,9,2010.0,,0,3069,161.0,303.0,1,3.0,1777384.0
59159,62,0,0.0,,90403,,3,2017.0,1.0,1,1811,3602.0,428.0,1,7.0,5921171.7
75700,25,0,0.0,55.0,32448,3.0,1,,0.0,0,7489,2230.0,433.0,0,,7571506.3
92384,95,0,0.0,,75759,1.0,9,,1.0,1,789,1421.0,455.0,0,,9239195.4
87425,60,0,1.0,61.0,85102,8.0,8,,1.0,0,1411,6079.0,715.0,0,4.0,8748652.4
18040,80,1,1.0,,61643,9.0,1,2016.0,1.0,0,3029,3408.0,157.0,0,4.0,1813007.6
68992,99,1,0.0,39.0,23545,7.0,9,1995.0,1.0,0,2245,7012.0,682.0,1,8.0,6907585.5
10141,66,1,0.0,48.0,57500,5.0,3,1997.0,,1,9916,9931.0,372.0,0,6.0,1020755.7
83647,83,0,0.0,33.0,28875,,9,,0.0,0,6035,2696.0,405.0,0,9.0,8367526.3
94846,26,0,1.0,60.0,61945,4.0,6,,1.0,1,887,419.0,441.0,0,8.0,9492403.4
42105,72,0,0.0,5.0,44516,1.0,7,2015.0,0.0,1,7013,2111.0,480.0,0,,4211221.5
49833,93,0,1.0,48.0,3638,,4,2017.0,,1,6874,3053.0,194.0,0,,4991168.7
35825,25,1,0.0,12.0,4563,7.0,5,,1.0,1,7272,8481.0,167.0,0,2.0,3587596.2
69428,8,0,1.0,1.0,13551,10.0,1,2013.0,0.0,0,8231,1812.0,118.0,1,9.0,6944939.3
77287,55,1,0.0,86.0,46843,8.0,2,2014.0,1.0,1,5138,,437.0,0,,7734572.4
13166,33,0,0.0,80.0,33060,2.0,3,2019.0,0.0,1,4804,6606.0,1000.0,1,8.0,1323421.9
46131,38,1,1.0,15.0,83019,,6,2005.0,,1,7725,7497.0,249.0,0,,4619824.5
37111,54,1,1.0,85.0,78418,9.0,4,,0.0,1,2218,6396.0,679.0,0,7.0,3720632.1
46540,26,0,0.0,85.0,58650,9.0,7,,,1,5740,2401.0,667.0,0,3.0,4656975.9
32369,98,0,1.0,32.0,22243,,1,,1.0,1,5326,5077.0,182.0,1,2.0,3242795.3
2192,69,1,0.0,,30946,9.0,1,1999.0,,1,9578,3627.0,748.0,1,2.0,226924.9
22752,14,1,1.0,,83194,5.0,10,2008.0,,1,7726,6506.0,988.0,1,4.0,2284238.8
43252,4,0,0.0,14.0,50414,3.0,1,2010.0,,0,9888,331.0,691.0,1,1.0,4326741.0
64697,9,0,,56.0,60811,8.0,6,2005.0,1.0,1,1581,9560.0,510.0,0,0.0,6474788.5
93168,74,0,1.0,58.0,69669,,9,2002.0,,0,6692,,690.0,0,10.0,9321665.2
94681,15,0,1.0,38.0,38650,8.0,3,1998.0,,0,4413,4556.0,757.0,0,0.0,9476231.8
27903,21,1,0.0,65.0,56311,,5,2007.0,1.0,1,7234,1491.0,211.0,0,,2800107.7
2943,1,1,1.0,29.0,27296,9.0,2,2005.0,0.0,1,4470,8588.0,851.0,1,,302523.5
80746,36,0,0.0,19.0,13184,6.0,3,2003.0,1.0,1,7670,1538.0,892.0,1,7.0,8077153.3
13449,81,1,0.0,99.0,85865,2.0,9,2016.0,,1,9907,7141.0,293.0,0,7.0,1356395.6
66907,24,1,1.0,93.0,72331,,4,,0.0,0,6630,8145.0,366.0,0,6.0,6703560.2
83377,43,0,0.0,45.0,12958,8.0,5,2003.0,,0,937,2463.0,831.0,1,7.0,8342685.3
77849,12,0,0.0,55.0,61149,5.0,9,2002.0,0.0,0,1951,48.0,303.0,0,8.0,7789805.2
92759,90,1,0.0,21.0,76870,8.0,8,1992.0,,1,3299,4523.0,760.0,0,9.0,9280104.2
47283,43,1,,,29029,6.0,1,,0.0,1,9325,6508.0,856.0,1,10.0,4734429.2
96593,95,1,0.0,79.0,58402,10.0,7,,1.0,0,222,645.0,761.0,1,,9665702.9
71226,52,1,0.0,66.0,90960,,4,1995.0,0.0,0,7795,7032.0,782.0,0,4.0,7127541.5
49136,9,1,1.0,48.0,89553,8.0,3,,0.0,0,4728,1455.0,998.0,0,9.0,4919606.6
67434,67,1,1.0,16.0,34622,3.0,6,1997.0,0.0,1,3840,7239.0,906.0,1,2.0,6749956.7
55324,87,0,1.0,47.0,14417,1.0,7,1994.0,,1,2998,9303.0,291.0,0,5.0,5535750.4
43410,68,1,0.0,30.0,35515,6.0,4,2006.0,,0,5208,8672.0,754.0,0,9.0,4346921.6
54919,13,1,0.0,15.0,61049,7.0,3,1996.0,1.0,0,4870,2998.0,647.0,1,0.0,5497882.6
3880,24,1,1.0,85.0,10042,1.0,6,2013.0,,0,8299,9128.0,246.0,0,,394027.3
7028,35,1,1.0,20.0,78664,1.0,10,,0.0,1,7528,1094.0,219.0,0,9.0,711682.5
31433,31,1,1.0,6.0,99374,6.0,5,,0.0,1,2568,2822.0,145.0,1,7.0,3152681.6
83521,59,1,1.0,,62591,,7,2007.0,0.0,1,3228,7518.0,195.0,1,3.0,8360843.7
60797,97,1,1.0,13.0,4803,5.0,2,2002.0,,1,558,1845.0,986.0,0,6.0,6088961.2
86284,100,1,0.0,22.0,67132,3.0,4,1990.0,,0,7612,7741.0,366.0,0,,8632859.0
44966,52,0,0.0,18.0,32003,1.0,10,2020.0,,0,5180,6140.0,328.0,1,8.0,4497556.0
18932,36,0,0.0,51.0,51502,,9,1991.0,1.0,0,3661,8156.0,110.0,1,10.0,1897312.1
91250,88,0,0.0,,6207,8.0,3,,,1,9598,2750.0,273.0,0,3.0,9129722.7
92563,2,1,0.0,22.0,53323,7.0,8,1993.0,1.0,1,4159,5790.0,722.0,1,6.0,9262042.3
48319,59,0,1.0,54.0,93680,8.0,4,1998.0,,1,412,8014.0,378.0,1,0.0,4839740.8
27565,79,1,0.0,3.0,57364,8.0,9,1999.0,0.0,1,5802,4636.0,634.0,1,3.0,2760622.9
38455,44,0,0.0,77.0,49589,4.0,7,2020.0,1.0,0,9249,7247.0,663.0,0,,3851261.0
66180,6,0,0.0,80.0,20800,6.0,5,2003.0,0.0,0,3288,5651.0,164.0,1,,6619700.3
43037,78,0,1.0,82.0,62592,7.0,10,2015.0,,1,8444,2540.0,426.0,0,,4310516.5
49365,94,1,0.0,46.0,19426,7.0,9,2016.0,1.0,1,871,,185.0,0,3.0,4941743.6
7364,45,1,1.0,77.0,41058,6.0,10,,,0,4918,8690.0,650.0,1,,746098.0
49588,36,0,0.0,75.0,8829,9.0,7,1998.0,1.0,1,9692,6974.0,301.0,0,9.0,4963749.8
51957,65,0,1.0,16.0,72840,3.0,8,2021.0,0.0,0,3141,2522.0,988.0,0,,5199371.1
31383,68,1,0.0,12.0,48525,7.0,1,2008.0,,0,3741,6864.0,877.0,0,,3144398.8
97271,53,0,1.0,64.0,94111,2.0,4,2011.0,0.0,1,9741,1674.0,800.0,1,3.0,9738138.1
74271,67,1,0.0,6.0,22247,,3,1992.0,,1,7245,718.0,756.0,1,,7430269.2
37217,90,1,0.0,85.0,84322,9.0,7,,1.0,1,2628,9985.0,309.0,0,6.0,3729864.0
61295,43,0,1.0,76.0,39034,6.0,1,,0.0,0,8048,688.0,329.0,1,,6135795.5
53067,14,0,0.0,74.0,4056,,4,1991.0,,0,7988,3151.0,647.0,0,2.0,5312209.1
45732,86,1,1.0,32.0,86157,7.0,2,2011.0,0.0,1,7868,2299.0,462.0,0,,4583088.1
73470,43,1,1.0,32.0,44952,,2,,0.0,0,5516,47.0,234.0,0,9.0,7356027.1
75839,41,1,1.0,73.0,33044,6.0,9,2019.0,1.0,0,402,4872.0,886.0,0,5.0,7595476.9
19658,53,0,0.0,31.0,77168,7.0,9,2005.0,,1,7965,1625.0,818.0,0,1.0,1969247.5
67974,48,0,0.0,,58221,1.0,7,2021.0,0.0,0,6054,166.0,788.0,0,4.0,6797812.1
14195,3,0,0.0,41.0,24954,10.0,6,,0.0,0,3179,,116.0,1,2.0,1421839.1
12624,45,0,0.0,68.0,60917,,4,2001.0,,1,270,5844.0,506.0,0,,1268100.1
12739,100,0,0.0,70.0,91335,10.0,8,2010.0,,0,7855,3597.0,910.0,0,2.0,1278581.0
50567,50,0,0.0,,97246,6.0,3,2013.0,0.0,1,1657,7647.0,531.0,0,6.0,5058199.3
25079,10,1,0.0,99.0,62568,,6,2018.0,,1,727,1060.0,841.0,1,0.0,2515722.8
14856,3,0,1.0,57.0,51473,6.0,1,2018.0,0.0,0,3592,,819.0,0,5.0,1490234.8
48408,85,1,0.0,60.0,21004,2.0,5,2020.0,0.0,1,918,4329.0,176.0,1,,4844150.0
9423,51,0,0.0,56.0,66180,1.0,9,2010.0,,0,2142,6254.0,926.0,0,9.0,944455.0
82614,37,1,0.0,60.0,69829,5.0,1,,1.0,1,58,4179.0,875.0,0,1.0,8269246.2
15726,33,0,1.0,40.0,54213,,4,2013.0,0.0,1,359,9031.0,867.0,0,5.0,1580718.3
78671,86,0,0.0,17.0,426,3.0,6,2013.0,0.0,0,5203,,841.0,0,5.0,7868709.3
20197,64,1,0.0,97.0,7965,7.0,7,1990.0,0.0,1,6461,2859.0,138.0,0,6.0,2027294.0
30713,97,0,1.0,64.0,30365,8.0,9,2011.0,0.0,0,9968,4515.0,446.0,0,6.0,3079646.1
83019,10,0,1.0,79.0,21246,5.0,2,,1.0,0,9536,5524.0,432.0,1,,8307344.3
34639,25,1,1.0,98.0,88616,,2,,1.0,1,8732,,421.0,0,5.0,3474105.7
19606,82,1,0.0,89.0,8455,4.0,10,2009.0,1.0,1,7187,1788.0,668.0,1,,1972219.9
54753,100,1,0.0,84.0,92097,8.0,1,2000.0,0.0,1,8285,9972.0,281.0,0,,5482557.0
35750,84,1,1.0,99.0,21211,1.0,4,1991.0,0.0,1,4748,1335.0,721.0,0,8.0,3587011.1
40776,63,1,1.0,5.0,12553,,7,2005.0,,0,7587,4245.0,188.0,0,9.0,4083372.5
76938,62,0,1.0,64.0,21614,2.0,6,1990.0,0.0,1,9365,3276.0,850.0,0,7.0,7697356.0
22421,30,0,0.0,46.0,21596,8.0,6,1996.0,1.0,0,6380,6562.0,776.0,0,,2245981.6
78379,4,1,1.0,3.0,63144,8.0,2,2002.0,0.0,0,4238,,140.0,1,8.0,7845253.2
28804,79,0,1.0,36.0,69865,,2,,0.0,0,8294,963.0,937.0,0,10.0,2884048.8
2434,16,1,1.0,18.0,62698,,5,,0.0,0,5345,890.0,884.0,1,3.0,253611.3
23281,86,0,,30.0,86037,6.0,3,,,0,9637,4835.0,136.0,0,7.0,2329260.4
92417,91,0,0.0,7.0,22818,3.0,10,2001.0,0.0,1,8642,1223.0,412.0,1,9.0,9242684.1
82560,46,0,0.0,56.0,25513,4.0,8,2012.0,,1,3950,4525.0,218.0,1,4.0,8258817.2
24936,67,0,0.0,,52647,1.0,4,,0.0,1,5815,973.0,349.0,0,10.0,2498112.0
3261,7,1,0.0,52.0,96507,7.0,4,2013.0,1.0,0,6538,5379.0,172.0,0,2.0,333334.3
86526,50,1,1.0,89.0,3795,3.0,8,,1.0,1,4774,6436.0,735.0,1,6.0,8668619.3
81673,47,0,1.0,3.0,21371,,2,,1.0,0,2412,4500.0,767.0,0,3.0,8171876.3
17901,47,0,0.0,23.0,12588,1.0,1,2021.0,,1,8653,1519.0,734.0,1,6.0,1791955.1
86179,26,0,1.0,2.0,67146,,4,,,0,894,1124.0,363.0,1,,8622983.3
84465,47,1,0.0,64.0,14658,,1,2003.0,,0,5688,4033.0,418.0,0,8.0,8455710.3
37916,26,1,1.0,52.0,47924,,8,2004.0,,0,4276,5143.0,627.0,1,2.0,3798906.4
20852,100,1,1.0,11.0,46614,6.0,2,1993.0,0.0,1,9496,4175.0,629.0,1,,2096217.3
86258,100,1,1.0,55.0,61348,4.0,7,1998.0,1.0,1,6357,410.0,555.0,0,8.0,8632872.8
25784,73,0,0.0,3.0,35323,1.0,1,1995.0,0.0,1,4807,1794.0,121.0,0,8.0,2579008.5
27925,99,1,0.0,93.0,49000,9.0,7,1991.0,0.0,0,483,7178.0,249.0,1,3.0,2805117.1
59522,13,1,1.0,24.0,79649,3.0,5,1996.0,1.0,0,3542,7925.0,394.0,1,,5959601.6
31741,97,0,1.0,89.0,29834,,10,,1.0,0,6044,9099.0,675.0,1,3.0,3186350.4
37491,53,1,0.0,53.0,92515,,7,2006.0,1.0,1,689,2715.0,620.0,0,3.0,3756011.6
74283,72,1,1.0,61.0,9821,4.0,4,,,0,5945,8122.0,594.0,0,5.0,7441067.7
1251,58,0,1.0,34.0,61958,10.0,7,1994.0,,0,7111,4200.0,130.0,0,4.0,128837.4
6389,11,0,1.0,100.0,66599,2.0,7,1991.0,0.0,1,9768,1733.0,479.0,0,4.0,645862.1
92090,7,0,0.0,9.0,28735,9.0,7,2020.0,0.0,1,6989,8355.0,504.0,1,5.0,9210284.0
85562,99,0,1.0,33.0,45640,4.0,10,2007.0,,1,5732,9105.0,386.0,0,,8560277.7
90722,46,1,,30.0,29367,2.0,7,1999.0,,1,1975,2598.0,690.0,1,,9075929.9
66159,81,0,1.0,26.0,58506,,7,,,0,5825,1874.0,434.0,1,,6622247.1
71481,48,0,1.0,35.0,18160,9.0,3,2007.0,1.0,0,9555,9808.0,942.0,1,5.0,7153828.7
20166,8,0,0.0,89.0,47069,,9,1992.0,,0,5504,,845.0,0,0.0,2022517.2
14635,58,0,0.0,82.0,76291,4.0,8,1997.0,0.0,0,6425,3653.0,465.0,1,2.0,1471115.7
9180,33,1,0.0,47.0,87050,10.0,3,2021.0,1.0,1,5264,6618.0,534.0,1,2.0,926287.1
45330,28,1,0.0,9.0,7502,4.0,7,,0.0,1,7772,3200.0,627.0,1,3.0,4538131.8
39486,33,1,1.0,94.0,32607,,5,1997.0,0.0,0,187,2104.0,583.0,1,,3955805.7
85448,35,0,,54.0,88882,1.0,3,2003.0,1.0,0,6809,4496.0,202.0,0,7.0,8548169.3
54941,21,0,1.0,87.0,74401,5.0,2,,0.0,1,8814,1318.0,330.0,0,1.0,5500531.0
46317,20,0,0.0,87.0,4526,,6,2010.0,,0,3009,2790.0,959.0,1,0.0,4634439.0
36842,15,0,0.0,,66656,6.0,1,2013.0,0.0,0,7010,113.0,855.0,1,6.0,3686933.3
